Page, 4096, 0.2, 1, 245087.8610006665, 2762994
Page, 4096, 0.2, 2, 44363.25859734295, 2762994
Page, 4096, 0.2, 3, 44201.625725103986, 5525617
Page, 4096, 0.2, 4, 42771.26896441081, 2762994
Page, 4096, 0.4, 1, 242182.0177701762, 5482738
Page, 4096, 0.4, 2, 44334.13818719394, 5482738
Page, 4096, 0.4, 3, 42500.725332406364, 5482738
Page, 4096, 0.4, 4, 42508.34092115627, 5482738
Page, 4096, 0.6, 1, 243172.4210359178, 8173810
Page, 4096, 0.6, 2, 43965.509769367185, 8173810
Page, 4096, 0.6, 3, 43057.922271252064, 8173823
Page, 4096, 0.6, 4, 27130.419420417315, 8173835
Page, 4096, 0.8, 1, 229426.13641262622, 10844427
Page, 4096, 0.8, 2, 43716.15725245005, 10844427
Page, 4096, 0.8, 3, 42603.94840632323, 10844427
Page, 4096, 0.8, 4, 41293.51840386237, 10844427
Page, 4096, 1.0, 1, 231699.78821935243, 13572363
Page, 4096, 1.0, 2, 43545.93592463581, 13572363
Page, 4096, 1.0, 3, 42726.51961454546, 13572363
Page, 4096, 1.0, 4, 40886.42703648396, 13572363
Page, 32768, 0.2, 1, 342234.2079589217, 16457866
Page, 32768, 0.2, 2, 40242.842554797324, 2885899
Page, 32768, 0.2, 3, 39901.212188108606, 5771402
Page, 32768, 0.2, 4, 38401.17075840745, 2885899
Page, 32768, 0.4, 1, 319444.39017306914, 8425610
Page, 32768, 0.4, 2, 40208.666569271234, 5540107
Page, 32768, 0.4, 3, 38716.83306771962, 5540107
Page, 32768, 0.4, 4, 38612.85334560965, 5540107
Page, 32768, 0.6, 1, 328350.5870164361, 8194315
Page, 32768, 0.6, 2, 40089.66445099756, 8194315
Page, 32768, 0.6, 3, 39198.617335772564, 8194315
Page, 32768, 0.6, 4, 27736.54611399463, 8194315
Page, 32768, 0.8, 1, 334492.7051341363, 10782987
Page, 32768, 0.8, 2, 39787.451403610365, 10782987
Page, 32768, 0.8, 3, 38497.4157260805, 10782987
Page, 32768, 0.8, 4, 37525.72725060015, 10782987
Page, 32768, 1.0, 1, 337963.17877898563, 13404427
Page, 32768, 1.0, 2, 39271.79032280765, 13404427
Page, 32768, 1.0, 3, 38579.78118039837, 13404427
Page, 32768, 1.0, 4, 36013.88294381384, 13404427
