SlottedPage, 4096, 0.2, 1, 32350.7961488067, 2771323
SlottedPage, 4096, 0.2, 2, 3050.4715773680364, 2771323
SlottedPage, 4096, 0.2, 3, 3043.7991340455355, 5542250
SlottedPage, 4096, 0.2, 4, 3042.0698255395796, 2771323
SlottedPage, 4096, 0.4, 1, 31180.15791976608, 5478779
SlottedPage, 4096, 0.4, 2, 3066.1035823334014, 5478779
SlottedPage, 4096, 0.4, 3, 3058.0520723822965, 5478779
SlottedPage, 4096, 0.4, 4, 3040.292255234841, 5478779
SlottedPage, 4096, 0.6, 1, 32424.21289499586, 8182139
SlottedPage, 4096, 0.6, 2, 3064.161860085109, 8182139
SlottedPage, 4096, 0.6, 3, 3062.9687504935964, 8182139
SlottedPage, 4096, 0.6, 4, 3071.0163988099685, 8182139
SlottedPage, 4096, 0.8, 1, 22475.32813111644, 10848635
SlottedPage, 4096, 0.8, 2, 2851.3995057447964, 10848635
SlottedPage, 4096, 0.8, 3, 2750.9106755950806, 10848635
SlottedPage, 4096, 0.8, 4, 3013.431733729262, 10848635
SlottedPage, 4096, 1.0, 1, 20670.79600777069, 13572475
SlottedPage, 4096, 1.0, 2, 2819.1891493118906, 13572475
SlottedPage, 4096, 1.0, 3, 2910.34771046695, 13572475
SlottedPage, 4096, 1.0, 4, 2931.8084365528316, 13572475
SlottedPage, 32768, 0.2, 1, 36375.198742521185, 2886011
SlottedPage, 32768, 0.2, 2, 448.04389589797387, 2886011
SlottedPage, 32768, 0.2, 3, 449.5687637328179, 5771626
SlottedPage, 32768, 0.2, 4, 448.1249190492973, 8657241
SlottedPage, 32768, 0.4, 1, 36209.79634802844, 5572987
SlottedPage, 32768, 0.4, 2, 446.54008984932136, 5572987
SlottedPage, 32768, 0.4, 3, 449.2354417953624, 5572987
SlottedPage, 32768, 0.4, 4, 449.5515657806407, 5572987
SlottedPage, 32768, 0.6, 1, 36179.8158661044, 8194427
SlottedPage, 32768, 0.6, 2, 450.4260320774634, 8194427
SlottedPage, 32768, 0.6, 3, 447.68030934755046, 8194427
SlottedPage, 32768, 0.6, 4, 447.73219997614115, 8194427
SlottedPage, 32768, 0.8, 1, 25882.360671421306, 10815867
SlottedPage, 32768, 0.8, 2, 446.76364423397314, 10815867
SlottedPage, 32768, 0.8, 3, 448.3929487495548, 10815867
SlottedPage, 32768, 0.8, 4, 449.18931887160255, 10815867
SlottedPage, 32768, 1.0, 1, 24584.244653880327, 13535611
SlottedPage, 32768, 1.0, 2, 445.56596975590304, 13535611
SlottedPage, 32768, 1.0, 3, 437.0772629467726, 13535611
SlottedPage, 32768, 1.0, 4, 431.0055781129488, 13535611
